park_name,park_type,address,latitude,longitude,area
수락산<시공원>,기타,서울특별시 노원구 상계동 산3-1,37.69173100,127.06603380,6691885.3
남문,어린이공원,서울특별시 금천구 독산동 160-6,37.472321,126.900396,883.6
구룡,어린이공원,서울특별시 금천구 독산동 964,37.477891,126.9027669,934.9
반수,어린이공원,서울특별시 금천구 독산동 980-44,37.4740151,126.902233,990.6
한사랑,어린이공원,서울특별시 금천구 독산동 925-2,37.467716,126.904573,585.9
쌈지,어린이공원,서울특별시 금천구 독산동 189-1,37.47090493,126.9039831,982.8
소망,어린이공원,서울특별시 금천구 독산동 196-8,37.46936829,126.9016706,998
남서울,어린이공원,서울특별시 금천구 시흥동 986-2,37.448336,126.902123,1155.7
새재미,어린이공원,서울특별시 금천구 시흥동 855,37.45884579,126.904239,1185.2
해태,어린이공원,서울특별시 금천구 시흥동 871-24,37.457773,126.901866,962.6
부장천,어린이공원,서울특별시 금천구 시흥동 893,37.45266794,126.9044062,944
풍림,어린이공원,서울특별시 금천구 시흥동 1026-3,37.44783408,126.9017968663,2195
중앙,어린이공원,서울특별시 금천구 시흥동 1027-2,37.4464112594,126.9016027390,1515
꾸러기,어린이공원,서울특별시 금천구 시흥동 943-16,37.44316993,126.905877,359.4
비둘기,어린이공원,서울특별시 금천구 시흥동 947-4,37.441597,126.906264,985.2
까치,어린이공원,서울특별시 금천구 시흥동 959-2,37.439645,126.904994,925.3
진달래,어린이공원,서울특별시 금천구 시흥동 970-3,37.434878,126.904883,992.2
단군,어린이공원,서울특별시 금천구 시흥동 169-21,37.45569721,126.9086585,250
불암산<시공원>,기타,서울특별시 노원구 중계동 산101-1,37.65550096,127.08102250,5332422
신기,어린이공원,서울특별시 양천구 신정3동 1260,37.514092,126.854244,1534
계남,근린공원,"서울특별시 양천구 신정3동 521, 621일대",37.513745,126.844816,440173
푸른,어린이공원,서울특별시 양천구 신정3동 1283-1,37.511603,126.837445,2574.9
신이,어린이공원,서울특별시 양천구 신정3동 1284-1,37.512521,126.837529,1510.3
넘은들,근린공원,서울특별시 양천구 신정3동 1286,37.512951,126.840441,16159.6
하늘마루,어린이공원,서울특별시 양천구 신정3동 1316-2,37.512571,126.831703,1500
연의,근린공원,서울특별시 양천구 신정3동 1320-9외 6필지,37.514067,126.830401,37520
숲속,어린이공원,서울특별시 양천구 신정3동 1322-10,37.514551,126.830941,1500
넓은들,어린이공원,서울특별시 양천구 신정3동 767,37.511317,126.839385,3288
신정3동소공원,소공원,서울특별시 양천구 신정3동 831,37.50612432,126.8339302,3353
동개울,어린이공원,서울특별시 양천구 신정4동 876-1,37.527916,126.856519,991.2
오구,어린이공원,서울특별시 양천구 신정4동 888-1,37.527272,126.861874,738.4
홍익,어린이공원,서울특별시 양천구 신정4동 896-22,37.528547,126.862274,990.8
앞산,어린이공원,서울특별시 양천구 신정4동 910-9,37.526441,126.858307,1050.5
진주,어린이공원,서울특별시 양천구 신정4동 920-3,37.526494,126.855036,940.5
음골,어린이공원,서울특별시 양천구 신정4동 936-13,37.527336,126.851231,995.4
안산,어린이공원,서울특별시 양천구 신정4동 949-4,37.524593,126.856172,992.1
새뚝,어린이공원,서울특별시 양천구 신정4동 955-1,37.524029,126.857728,961.3
은행정,어린이공원,서울특별시 양천구 신정4동 975-30,37.522027,126.855022,1062.2
아랫말,어린이공원,서울특별시 양천구 신정4동 990-1,37.525063,126.861828,947.7
양천,근린공원,서울특별시 양천구 신정6동 320,37.518124,126.867861,33797.9
꿈동산,어린이공원,서울특별시 양천구 신정6동 314-1,37.521912,126.867457,3730.1
다람쥐,어린이공원,서울특별시 양천구 신정6동 327-1,37.513482,126.866021,2265.5
까치,어린이공원,서울특별시 양천구 신정6동 328-1,37.514958,126.868243,2149.8
꿈나래,어린이공원,서울특별시 양천구 신정6동 329-2,37.516283,126.869774,2433.9
기린,어린이공원,서울특별시 양천구 신정6동 330-1,37.516283,126.869774,2029.7
사슴,어린이공원,서울특별시 양천구 신정6동 332-1,37.515672,126.873427,2511.3
갈산,근린공원,서울특별시 양천구 신정7동 162-56,37.508129,126.869032,139576
햇빛,어린이공원,서울특별시 강서구 내발산동 384-2,37.555822,126.826886,2066
마곡지구4호,근린공원,서울특별시 강서구 마곡동 811-5,37.568317,126.826463,35884
푸른수명산,소공원,서울특별시 강서구 화곡동 1091-15,37.544175,126.830269,822.9
마곡,소공원,서울특별시 강서구 마곡동 737-16,37.567478,126.822146,1085.2
염창,소공원,서울특별시 강서구염창동 309-1,37.549839,126.870745,1229.2
염창2,소공원,서울특별시 강서구염창동 306-1,37.551722,126.873857,272.5
탑산(가양동),문화공원,서울특별시 강서구가양동 1499,37.566194,126.846336,3783.8
새개,문화공원,서울특별시 강서구마곡동 800-7,37.558287,126.830030,3836.6
놋다리,문화공원,서울특별시 강서구마곡동 790-6,37.566207,126.846140,2574.7
똘고랑,문화공원,서울특별시 강서구 마곡동 756-4,37.571433,126.826326,3089.9
선두암,문화공원,서울특별시 강서구 마곡동 778-4,37.567379,126.838170,2581.3
한다리,문화공원,서울특별시 강서구 마곡동 727-1038,37.561060,126.830369,8298
가로공원1호,가로공원,서울특별시 강서구 마곡동 797-5,37.559061,126.837242,2618.5
청량,근린공원,서울특별시 성북구 석관동 409,37.602970635,127.053995363,329290
덕수천,근린공원,서울특별시 은평구진관동 14-3,37.6092510000,126.9065600000,5569.10
마고정,근린공원,서울특별시 은평구진관동 101-2,37.6117870000,126.9099810000,4551.60
우물골,근린공원,"서울특별시 은평구진관동 85-1,2,3",37.6351344788,126.9253781615,7203.10
신도,근린공원,서울특별시 은평구진관동 206-21,37.5942880000,126.9195950000,12020.00
마실길,근린공원,서울특별시 은평구진관동 125-22,37.6411847166,126.9428672690,45170.50
역촌동소공원,소공원,"서울특별시 은평구 역촌동85-34,36",37.6114420000,126.9101620000,318.00
거북이소공원,소공원,서울특별시 은평구 구산동 309-38,37.6148860000,126.9077740000,250.00
요  산소공원,소공원,서울특별시 은평구 불광동 13-33외 3,37.5918270000,126.9182520000,805.00
응암9구역소공원,소공원,서울특별시 은평구 응암동 761-7,37.6090410000,126.9293620000,880.80
불광3구역소공원,소공원,서울특별시 은평구 불광동641-1일대,37.6484970000,126.9298260000,7274.10
불광6구역소공원,소공원,서울특별시 은평구 불광동 638-3 일대,37.6484970000,126.9298260000,1919.00
불광7구역소공원,소공원,서울특별시 은평구 불광동 643-3,37.6461450000,126.9275560000,3120.00
응암3주택 재개발구역내소공원,소공원,서울특별시 은평구 응암동 762-4,37.6331980000,126.9190960000,1641.60
폭포동소공원,소공원,서울특별시 은평구 진관동 158-14일원,37.6370750000,126.9164930000,1087.80
잿말소공원,소공원,서울특별시 은평구 진관동 195-16,37.6341960000,126.9254280000,245.10
한옥마을소공원,소공원,서울특별시 은평구 진관동 211-34,37.6320160000,126.9307600000,58.70
신사동(새절)소공원,소공원,서울특별시 은평구 신사동372-1,37.6353990000,126.9347940000,782.60
녹번1-2지구 주택재개발정비구역내소공원,소공원,서울특별시 은평구 녹번동 283-7,37.6320160000,126.9307600000,5804.20
금암문화공원 (은평뉴타운제1호문화공원),주제공원,서울특별시 은평구 진관동 53-5,37.6248060000,126.9274100000,6857.10
제각말문화공원 (은평뉴타운제2호 문화공원),주제공원,서울특별시 은평구 진관동 135-26,37.6263690000,126.9253980000,55721.80
불광위령탑마을마당,기타공원,서울특별시 은평구 불광1 247-4,37.6136200000,126.9297770000,940.00
구산마을마당,기타공원,서울특별시 은평구 구산 산173-23,37.5955610000,126.9043470000,387.00
신사마을마당,기타공원,서울특별시 은평구 불광1 247,37.5943850000,126.9086430000,203.00
대조마을마당,기타공원,서울특별시 은평구 대조 48-42,37.6413420000,126.9422280000,183.50
자투리(녹번)마을마당,기타공원,서울특별시 은평구 녹번 103-23,37.5995520000,126.9155510000,165.00
자투리(신사)마을마당,기타공원,서울특별시 은평구 신사2 300-153,37.6182670000,126.9328120000,236.00
일원장미공원,어린이공원,서울특별시 강남구 일원동 732-4,37.480681,127.0808231,1500
일원개나리공원,어린이공원,서울특별시 강남구 일원동 730-3,37.48300519,127.0763956,4453.6
일원느티나무공원,어린이공원,서울특별시 강남구 일원동 730-2,37.483047,127.0774123,1825.7
일원소나무공원,어린이공원,서울특별시 강남구 일원동 718-1,37.484061,127.0817812,1500.6
일원상록수공원,어린이공원,서울특별시 강남구 일원동 734-1,37.482102,127.0822265,1500.4
일원비둘기공원,어린이공원,서울특별시 강남구 일원동 735-1,37.48327765,127.0860025,1501
일원진달래공원,어린이공원,서울특별시 강남구 일원동 716-1,37.484753,127.0847344,1500.1
일원새싹공원,어린이공원,서울특별시 강남구 수서동 746-1,37.484772,127.0890958,1500.2
수서까치공원,어린이공원,서울특별시 강남구 수서동 736-1,37.48713637,127.0979512,1500.2
수서은행나무공원,어린이공원,서울특별시 강남구 수서동 707-1,37.49213676,127.0997523,1500.4
수서목련공원,어린이공원,서울특별시 강남구 수서동 712-1,37.49062982,127.1036989,1418.8
수서개나리공원,어린이공원,서울특별시 강남구 수서동 723-1,37.487518,127.1054203,1500.1
아래반고개공원,어린이공원,서울특별시 강남구 세곡동 129-13,37.463874,127.1071102,863
윗반고개공원,어린이공원,서울특별시 강남구 세곡동 99-6,37.46569942,127.109147,1250
은곡마을공원,어린이공원,서울특별시 강남구 세곡동 369-3,37.46801863,127.1004611,2686
쟁골공원,어린이공원,서울특별시 강남구 자곡동 233-2,37.48190388,127.1020753,468
못골공원,어린이공원,서울특별시 강남구 자곡동 447-23,37.473573,127.100181,749
윗방죽마을공원,어린이공원,서울특별시 강남구 율현동 308-29,37.470276,127.104681,935
아래방죽마을공원,어린이공원,서울특별시 강남구 율현동 194-1,37.473276,127.1082321,386
충현공원,어린이공원,서울특별시 강남구 역삼동 666-2,37.50467201,127.0365347,2721.8
세곡천공원,어린이공원,서울특별시 강남구 세곡동 522-1,37.46321345,127.1012799,2645.1
대왕공원,어린이공원,서울특별시 강남구 세곡동 526-2,37.4624778,127.1049341,2633.1
세천근린공원,근린공원,서울특별시 강남구 세곡동 603,37.46652497,127.0949058,18856.7
세명근린공원,근린공원,서울특별시 강남구 자곡동 625,37.4692274,127.0902554,5236.8
새소리,어린이공원,서울특별시 성북구 돈암동 626-2,37.600751,127.0254039206,1371
종암,어린이공원,서울특별시 성북구 종암동 104-6,37.60012565,127.0372515,1514
솔향기,어린이공원,서울특별시 성북구 길음동 1190,37.608108,127.0213063991,4031
해맑은,어린이공원,서울특별시 성북구 길음동 591-17,37.6085186021,127.020925,2089
한울,어린이공원,서울특별시 성북구 정릉동 169-6,37.605709,127.0137089594,2675
솔숲,어린이공원,서울특별시 성북구 정릉동 170-10,37.6048086334,127.014971,2922
동망봉,어린이공원,서울특별시 성북구 보문동3가 229-1,37.5838591,127.017073,6730
맑은숲,어린이공원,서울특별시 성북구 장위동 317-1,37.62144056,127.0463288,1601
화랑,어린이공원,서울특별시 성북구 석관동 407-6,37.60715757,127.0547542,2213
고암,어린이공원,서울특별시 성북구 종암동 133-5,37.59998725,127.0318095,1449
옛시장,어린이공원,서울특별시 성북구 종암동 135-4,37.60232547,127.0339269,958
늘푸른,어린이공원,서울특별시 성북구 길음동 1284-14,37.607270609,127.016042121,1580
아름,어린이공원,서울특별시 성북구 길음동 1284,37.607275104,127.016118567,2167
벌집,어린이공원,서울특별시 성북구 종암동 134-3,37.599625,127.0367262,1788
일신,어린이공원,서울특별시 성북구 종암동 134-8,37.59999069,127.0395876,950
길음골,소공원,서울특별시 성북구 길음동 1285,37.609062949,127.020145152,1244
길섶,소공원,서울특별시 성북구 길음동 1285-10,37.609117029,127.020023418,383
잔월,소공원,서울특별시 성북구 하월곡동 230-1,37.6040624,127.031506,481
행복한,소공원,서울특별시 성북구 길음동 1284-13,37.608225129,127.019553178,1173
두레,소공원,서울특별시 성북구 길음동 1284-8,37.6065585058,127.0176650787,287
돌마루,소공원,서울특별시 성북구 삼선동3가 116-1,37.5880187,127.012142,877
되너미,소공원,서울특별시 성북구 돈암동 644-1,37.59849175,127.0137028,1069
꿈빛,소공원,서울특별시 성북구 정릉동 1039,37.60224083,127.0116561,719
한마음공원,어린이공원,서울특별시 강남구 개포동 12-3,37.49642631,127.0755359,2488.1
삼선,어린이공원,서울특별시 성북구 삼선동1가 303,37.5817991362,127.0091947262,10957
범바위,어린이공원,서울특별시 성북구 안암동2가 140-3,37.58549036,127.0214092,1514
꿈나라,어린이공원,서울특별시 성북구 보문동7가 108-2,37.58029718,127.023018,1564
동산,어린이공원,서울특별시 성북구 하월곡동 96-78,37.6045938575,127.034528,417
밤골,어린이공원,서울특별시 성북구 하월곡동 산2-140,37.607541,127.039921,600
햇살,어린이공원,서울특별시 성북구 상월곡동 97-37,37.60591304,127.0485162,300
향기,어린이공원,서울특별시 성북구 상월곡동 산1-1,37.60920187,127.045461,1000
동방,어린이공원,서울특별시 성북구 장위동 219-223,37.6166429742,127.0435038428,982
샛별,어린이공원,서울특별시 성북구 석관동 168-86,37.614016,127.0642987,1638
돌뫼,어린이공원,서울특별시 성북구 석관동 산1-77,37.60510034,127.0528072,350
북한산도시자연공원,기타,서울특별시 강북구 미아동 산108-19,37.6210716,127.0083592,84448.4
청암,어린이공원,서울특별시 강북구 삼양동 776-17,37.6241079,127.0171437,661
응달마을,어린이공원,서울특별시 강북구 송천동 707-73,37.618455,127.024343,866
하늘,어린이공원,서울특별시 강북구 삼양동 791-1776,37.6247032,127.012899,3367
송월,어린이공원,서울특별시 강북구 송중동 92-7,37.6163653,127.0321067,807
소망,소공원,서울특별시 강북구 삼양동 791-1467,37.6258055,127.0154221,320
미래,소공원,서울특별시 강북구 삼양동 791-1712,37.6246182,127.0145881,564
늘푸른,소공원,서울특별시 강북구 삼양동 797-9,37.6254089,127.0197435,646
폭포,소공원,서울특별시 강북구 삼각산동 813-6,37.612576,127.021656,1238
꼭지,소공원,서울특별시 강북구 삼각산동 811-7,37.6188024,127.017338,746
테두리,어린이공원,서울특별시 강북구 삼각산동 811-8,37.6186251,127.0176915,1913
고갯마루,어린이공원,서울특별시 강북구 삼각산동 811-13,37.6164203,127.0169389,2185.8
미아,어린이공원,서울특별시 강북구 송중동 8-73,37.6152567,127.0375807,992
미,소공원,서울특별시 강북구 송중동 71-1,37.6137937,127.0305656,424.4
번남,어린이공원,서울특별시 강북구 번1동 447-1,37.6357586,127.0247969,1014.9
논골,어린이공원,서울특별시 강북구 번1동 417-27,37.6386856,127.0279086,991.7
샛강,어린이공원,서울특별시 강북구 번1동 472-44,37.6395202,127.0329966,858.2
영일어린이공원,어린이공원,서울특별시 영등포구 영등포동 647-3,37.51015183,126.903919,5413
중마루근린공원,근린공원,서울특별시 영등포구 영등포동2가 222,37.519919,126.911497,6456
꿈에그린어린이공원,어린이공원,서울특별시 영등포구 신길동 4937-1,37.50300166,126.9088394,1619
문래소공원,소공원,서울특별시 영등포구 문래동6가 25-1,37.5197992,126.8869024,1954
인스빌1 소공원,소공원,서울특별시 영등포구 문래동4가 67-1,37.514461,126.888327,1194
인스빌2 소공원,소공원,서울특별시 영등포구 문래동4가 68-1,37.513622,126.890546,1007
꽃담 소공원,소공원,서울특별시 영등포구 당산동5가 4-23,37.53120144,126.900161,2582
(가칭)신길14재정비촉진구역 소공원,소공원,서울특별시 영등포구 신길동 4955-3,37.504367,126.906287,1732
당산역 소공원,소공원,서울특별시 영등포구 당산동5가 9-29,37.533517,126.900642,417
파밀리에 소공원,소공원,서울특별시 영등포구 대림1동 1124-3,37.495012,126.903451,395
도리미 소공원,소공원,서울특별시 영등포구 도림동 821-3,37.509476,126.9021917,1859
새말소공원,소공원,서울특별시 영등포구 당산동4가 85,37.531292,126.8975129,1642
이음소공원,소공원,서울특별시 영등포구 당산동4가 98-1,37.527424,126.902467,732
당산나루소공원,소공원,서울특별시 영등포구 당산동5가 9-3,37.532814,126.900128,1339
(가칭)모아미래도 소공원,소공원,서울특별시 영등포구 문래동5가 67-2,37.51655014,126.8871262,1505
(가칭)당산4구역 소공원,소공원,서울특별시 영등포구 당산동4가 99-1,37.528846,126.903737,396
(가칭)신길7재정비촉진구역 소공원,소공원,서울특별시 영등포구 신길동 4950-1,37.501274,126.9162891,1024.1
(가칭)신길11재정비촉진구역 소공원,소공원,서울특별시 영등포구 신길동 4945-1,37.504638,126.906631,1661.4
아크로타워 역사공원,역사공원,서울특별시 영등포구 영등포동7가 205-1,37.52257451,126.9077566,2962
(가칭)신길5재정비촉진구역 소공원,소공원,서울특별시 영등포구 신길동 1980-1,37.50373971,126.9175044,1638
(가칭)신길5구역어린이공원,어린이공원,서울특별시 영등포구 신길동 541,37.503015,126.920286,1981
신길9구역 근린공원,근린공원,서울특별시 영등포구 신길동 243-58,37.503954,126.9145992,13776
상아현대어린이공원,어린이공원,서울특별시 영등포구 당산동5가 4-13,37.53047853,126.9029504,1587
대림3주택어린이공원,어린이공원,서울특별시 영등포구 대림동 1127-6,37.494598,126.908478,2878
녹번동,근린공원,서울특별시 은평구 녹번동 산27,37.6032511658,126.9322993236,25854.70
거 북 골,근린공원,서울특별시 은평구구산동 산37-4,37.5999150000,126.9259920000,43812.60
구  산,근린공원,서울특별시 은평구구산동 산48-7,37.5871110000,126.9190330000,12445.70
상림,근린공원,서울특별시 은평구진관동 5-3,37.6147620000,126.9079010000,4749.80
못자리골,근린공원,"서울특별시 은평구진관동13-2, 12-1",37.5867310000,126.9230940000,16176.10
은하수,어린이공원,서울특별시 강서구 방화동 853,37.570507,126.806548,3825.8
능말,어린이공원,서울특별시 강서구 방화동 815,37.577955,126.810607,1520.7
메아리,어린이공원,서울특별시 강서구 방화동 826,37.578615,126.814351,1511.6
느티,어린이공원,서울특별시 강서구 방화동 799,37.579421,126.810313,1512.9
돌샘,어린이공원,서울특별시 강서구 방화동 837,37.576054,126.818966,1500.3
꿈나무,어린이공원,서울특별시 강서구 방화동 840,37.575194,126.818941,1500.2
개화,어린이공원,서울특별시 강서구 방화동 818,37.580248,126.812534,1512.2
긴등마을,어린이공원,서울특별시 강서구 공항동 4-36,37.563075,126.818681,1645.3
꿈자람,어린이공원,서울특별시 강서구 공항동 484,37.564793,126.819154,2014
다솜,어린이공원,서울특별시 강서구 공항동 4,37.563003,126.818161,511
풀잎,어린이공원,서울특별시 강서구 공항동 705,37.556989,126.816565,1945
푸르미,어린이공원,서울특별시 강서구 마곡동 316-1,37.570478,126.825219,1494
예솔,어린이공원,서울특별시 강서구 마곡동 397-1,37.563629,126.822694,864
솔,어린이공원,서울특별시 강서구 외발산동 69-1,37.555856,126.825767,2000
진  관,근린공원,서울특별시 은평구 진관동 산95 일대,37.6163400000,126.9314550000,585480.10
향   림,근린공원,서울특별시 은평구진관동 산52,37.6293321935,126.9273553535,202993.00
신  사,근린공원,서울특별시 은평구 신사동 산80-64일대,37.6046860000,126.9152350000,71848.10
물 푸 레,근린공원,서울특별시 은평구 진관동 산100-44,37.6378399622,126.9165116853,147441.60
기 자 촌,근린공원,서울특별시 은평구 진관동 106-17,37.6214040000,126.9285960000,128953.70
녹번서,근린공원,서울특별시 은평구 녹번동 85-1,37.6140340000,126.9205020000,29945.00
미아도심소,어린이공원,서울특별시 강북구 미아동 258-148,37.62544556,127.0313106,1127
오패,어린이공원,서울특별시 강북구 미아동 258-236,37.6223139,127.0323129,1084
한빛,어린이공원,서울특별시 강북구 미아동 222-20,37.6275981,127.0229662,1192.1
운산,어린이공원,서울특별시 강북구 미아동 165-3,37.6321329,127.025456,995.1
솔샘,어린이공원,서울특별시 강북구 송천동 329-15,37.6184142,127.0270508,1264.1
으뜸,어린이공원,서울특별시 강북구 미아동 309-43,37.6236134,127.0262421,681
세일,어린이공원,서울특별시 강북구 미아동 159-71,37.6338794,127.0252746,839.7
봉선화,어린이공원,서울특별시 강서구 방화동 645-13,37.566522,126.806987,552
민들레,어린이공원,서울특별시 강서구 방화동 648-13,37.567221,126.806731,589
내촌,어린이공원,서울특별시 강서구 방화동 551-26,37.570073,126.808687,1149
신대부석,어린이공원,서울특별시 강서구 방화동 411,37.583724,126.816494,1132
목련,어린이공원,서울특별시 강서구 방화동 616-1,37.564958,126.807825,251
샛별,어린이공원,서울특별시 강서구 방화동 558,37.572732,126.809505,294
새싹교통,어린이공원,서울특별시 강서구 방화동 583,37.569485,126.809344,4939
개포까치공원,어린이공원,서울특별시 강남구 개포동 169-3,37.48370515,127.0608782,1690.2
개포은행나무공원,어린이공원,서울특별시 강남구 개포동 1220,37.47602964,127.0492625,1641.7
개포목련공원,어린이공원,서울특별시 강남구 개포동 1176,37.47429924,127.0524432,1639.1
일원은행나무공원,어린이공원,서울특별시 강남구 일원동 615-2,37.492002,127.0769753,1500.3
일원목련공원,어린이공원,서울특별시 강남구 일원동 658,37.491431,127.0855901,1613.8
일원까치공원,어린이공원,서울특별시 강남구 일원동 712-4,37.4918904,127.0882309,1476.3
궁마을공원,어린이공원,서울특별시 강남구 수서동 465-15,37.484831,127.0994148,306
예지공원,어린이공원,서울특별시 강남구 개포동 12-7,37.49183156,127.0733493,1535.9
한강대로공원,소공원,서울특별시 용산구 한강로동 65-587,37.524103,126.963575,466
이태원부군당,역사공원,서울특별시 용산구 이태원동 191-3,37.535801,126.989755,2020
이봉창역사공원,역사공원,서울특별시 용산구 효창동 286-7,37.54010272,126.960877,484.4
신용산가로공원,기타,서울특별시 용산구 한강로2가 424-1,37.52947726,126.9690828,2410
한강로가로공원,기타,서울특별시 용산구 한강로3가 65-690,37.524249,126.963959,1076.3
한마음어린이공원,어린이공원,서울특별시 용산구 용산동5가 30-4,37.52856458,126.9696756,2998.5
우정소공원,소공원,서울특별시 용산구 효창동 287-2,37.540454,126.964126,806.1
녹색소공원,소공원,서울특별시 용산구 효창동 287-6,37.539217,126.962694,1569.9
역삼문화공원,문화공원,서울특별시 강남구 역삼동 635,37.50251536,127.0303909,33974.9
다솜소공원,소공원,서울특별시 강남구 역삼동 763-18,37.49577558,127.0478708,604.1
도곡단비소공원,소공원,서울특별시 강남구 도곡동 539-6,37.49389921,127.0472249,896.5
도곡동 426-9(로덴하우스)소공원,소공원,서울특별시 강남구 도곡동 462-9,37.48560304,127.0460585,80
역삼나들이소공원,소공원,서울특별시 강남구 역삼동 716-5,37.500748,127.0504317,650
아크로힐스소공원,소공원,서울특별시 강남구 논현동 276-2,37.51003194,127.0395693,800
논현까치공원,어린이공원,서울특별시 강남구 논현동 162-11,37.50852892,127.0250971,956.7
논현목련공원,어린이공원,서울특별시 강남구 논현동 137-18,37.5108669,127.0267093,986
논현은행나무공원,어린이공원,서울특별시 강남구 논현동 47-13,37.51259546,127.0224572,1014.5
논현개나리공원,어린이공원,서울특별시 강남구 논현동 150-5,37.51122564,127.0300758,1652.9
논현무궁화공원,어린이공원,서울특별시 강남구 논현동 205-7,37.50667179,127.0307039,1879.7
논현소나무공원,어린이공원,서울특별시 강남구 논현동 239,37.51573112,127.0374539,1819.9
학동공원,어린이공원,서울특별시 강남구 논현동 263-23,37.511646,127.0387639,1498.5
신사은행나무공원,어린이공원,서울특별시 강남구 신사동 558,37.52059722,127.0260394,1240.1
신사목련공원,어린이공원,서울특별시 강남구 신사동 567-37,37.52291399,127.0258327,1001.1
이태원마을숲,소공원,서울특별시 용산구 이태원동 260-87,37.5412484,126.991493,867
독서당공원,소공원,서울특별시 용산구 한남동 1-32,37.5345083,127.012481,469
한남공원,소공원,서울특별시 용산구 한남동 15-5,37.537238,127.013882,432
이태원어린이놀이터,소공원,서울특별시 용산구 이태원동 190-11,37.535685,126.989937,278
진달래,어린이공원,서울특별시 강서구 가양동 1486-1,37.562375,126.860979,1500
발음,어린이공원,서울특별시 강서구 내발산동 697,37.552042,126.833204,913.6
광명,어린이공원,서울특별시 강서구 내발산동 221-1,37.546857,126.822944,1739
수정,어린이공원,서울특별시 강서구 내발산동 741-2,37.554043,126.828743,4000.3
은행나무,어린이공원,서울특별시 강서구 내발산동 753-1,37.552158,126.823201,1764.4
신광명,어린이공원,서울특별시 강서구 내발산동 761,37.547313,126.823007,8596.6
원당,어린이공원,서울특별시 강서구 내발산동 650,37.557413,126.842084,992
가곡,어린이공원,서울특별시 강서구 내발산동 657-2,37.555964,126.837765,2747.9
꿈빛,어린이공원,서울특별시 강서구 내발산동 657-3,37.556117,126.840003,1500
활주로,어린이공원,서울특별시 강서구 공항동1341,37.554212,126.815978,2116.4
다솔,어린이공원,서울특별시 강서구 공항동1361,37.554428,126.818292,2492.7
장미,어린이공원,서울특별시 강서구 공항동668,37.556809,126.813805,1661.5
송정,어린이공원,서울특별시 강서구 공항동42-11,37.560635,126.811276,397
쌈지,어린이공원,서울특별시 강서구 방화동 266-24,37.571268,126.814976,3973
개나리,어린이공원,서울특별시 강서구 방화동 569-14,37.573113,126.812217,252
긴등,어린이공원,서울특별시 강서구 방화동 247-201,37.568020,126.816194,253
문성,어린이공원,서울특별시 강서구 방화동 608-112,37.564839,126.815435,254
새싹,어린이공원,서울특별시 강서구 방화동 448-5,37.574806,126.812748,334
도레미,어린이공원,서울특별시 강서구 방화동 184-66,37.571792,126.819136,6649
들꽃,어린이공원,서울특별시 강서구 방화동 890-1,37.570615,126.821227,705
봉은역사공원,역사공원,서울특별시 강남구 삼성동 75,37.51391154,127.0554916,75635.7
벽오산,어린이공원,서울특별시 강북구 미아동 258-56,37.6275862,127.0302734,1250
장 암,어린이공원,서울특별시 노원구 상계동 1312-5,37.68747717,127.05355480,1500
전주동,어린이공원,서울특별시 노원구 중계동 154-9,37.65965495,127.07371760,288
종달새,어린이공원,서울특별시 노원구 상계동 636,37.66826830,127.06253880,4051
중  평,어린이공원,서울특별시 노원구 하계동 271-1,37.63753357,127.06396510,5840.5
중  현,어린이공원,서울특별시 노원구 하계동 272-1,37.63251462,127.06595210,7123.5
중계,소공원,서울특별시 노원구 중계동 514-8,37.64529403,127.06797260,1358.2
중계소공원2,소공원,서울특별시 노원구 중계동 514-8,37.64511693,127.06692160,700
참  새,어린이공원,서울특별시 노원구 상계동 652-3,37.66595352,127.05465900,1500.1
채송화,어린이공원,서울특별시 노원구 상계동 737-1,37.65081661,127.05615220,1500
철  쭉,어린이공원,서울특별시 노원구 상계동 1096-16,37.67736864,127.05155600,995
청  솔,어린이공원,서울특별시 노원구 공릉동 110-2,37.62503484,127.08740010,1500.1
초  안,어린이공원,서울특별시 노원구 월계동 775-1,37.63311634,127.05199950,1479.1
초안산<시공원>,근린공원,서울특별시 노원구 월계동 산1,37.64354845,127.05145870,950643
코스모스,어린이공원,서울특별시 노원구 상계동 1293-2,37.66816023,127.08123400,1385.7
하  계,어린이공원,서울특별시 노원구 하계동 273-3,37.63204326,127.06795180,6128.9
한글비,근린공원,서울특별시 노원구 하계동 288-2,37.64451236,127.07292570,13614.5
한무리,문화공원,서울특별시 노원구 공릉동 481-2,37.63131395,127.07244010,1963.7
한아름,어린이공원,서울특별시 노원구 상계동 692-3,37.65771366,127.06169510,1500.2
공릉 2,기타,서울특별시 노원구 공릉동2 230-9,37.62523220,127.08242580,1614.8
간  촌,기타,서울특별시 노원구 상계5동 154-3,37.66379480,127.06862440,455
다우리,기타,서울특별시 노원구 상계5동 430-19,37.66204110,127.06401850,180
나누리,기타,서울특별시 노원구 상계5동 456-145,37.66545630,127.06451870,178
달님공원,소공원,서울특별시 용산구 문배동 46,37.538428,126.969601,1195
별님공원,소공원,서울특별시 용산구 문배동 11-1,37.538165,126.969201,1137
개운산,근린공원,서울특별시 성북구 돈암동 산3-15,37.5972067134,127.0257184,208618
개명,소공원,서울특별시 구로구 개봉동 314-14,37.48292941,126.8481689,5415
오류동(대체공원),소공원,서울특별시 구로구 오류동 332-36,37.4934436,126.842953,895
연지마을,소공원,서울특별시 구로구 천왕동 7-36,37.482231,126.843715,431
